Filename,Segment,WC,WPS,Sixltr,Dic,Nosotro,ElElla,Ellos,Verbos,Pasado,Presente,Cuantif,Numeros,verbYO,verbTU,verbNOS,verbEL,verbELLOS,VosUtds,Social,Humanos,EmoPos,EmoNeg,Insight,Percept,Oir,Sentir,Tiempo,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP,Class
response.txt,1,8,8,37.5,12.5,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
